question_text,answer_text,source
What sport do the Kansas City monarchs participate in,Baseball,General
In Japanese It Is Known As “Leisure Time” What Do The Rest Of The World Know It As?,Kung Fu,General
In 1937 the BBC first televised which sporting event,Wimbledon,General
With what invention is the name James Oughtred associated,Slide rule,General
73% of what is produced and consumed in the USA,Internet Pornography,General
Which Sport Is Played With The Heaviest Ball ,(Ten Pin Bowling) ,General
Unimak is the largest island in which group,Aleutians,General
Its cold enough to freeze balls off a Brass Monkey - what is it,Stack brass cannonballs,General
One of the worst hotel fires in history erupts at the ___ in san juan,Dupont,General
What did Oliver Pollock invent in 1778,The dollar sign $,General
Who wrote the novel The African Queen,C S Forester,General
Sol Sacs created what classic US TV show of the 60s 70s,Bewitched,General
What is the currency of venezuela,Bolivar,General
"In 'romeo and juliet', about what was mercutio's long monologue",Queen mab,General
A Librocuricularist does what in bed,Read,General
In Australian slang what are apricots,Testicles,General
"What Edible Object Comes From The Latin Language Meaning ""Large Pearl""",An Onion,General
Where is roast camel usually served,Bedouin feasts,General
What do lentic fish like that lotic fish don’t,Lentic still waters lotic flowing,General
In which country is the Calabria region,Italy,General
What is the capital of Oman,Muscat,General
What is the name of Snoopy's sister,Belle,General
"Which famous opera house in milan, italy rose to its greatest heights under toscanini",La scala,General
"What did Anna Sage ""The lady in Red do""",Betray John Dillinger,General
What Do You Dislike If You Suffer From Cusaphobia,Bad Language / Swearing,General
What movie starred Lee Marvin as twins Kid Shelleen & Tim Strawn,Cat ballou,General
Who played the title role in the 1921 film 'The Sheik',Rudolf valentino,General
Ted Hughes poet laureate died in which year,1998,General
S. American rodent with soft grey fur,Chinchilla,General
What's the psychological term for self-love,Narcissism,General
In Somalia its illegal to carry old chewing gum where,Stuck on your nose,General
How Many Numbers Are There On A Roulette Wheel ,37 - (0-36) ,General
"What is the most venomous snake (no, it's not the king cobra!)?",Inland Taipan,General
Johnny Depp Made His Movie Debut In Which Scary Movie ,A Nightmare on Elm Street ,General
What shape is something that is cuneiform,Wedge shaped,General
What is the basic unit of currency for Venezuela ?,Bolivar,General
Who was the lead singer of the Cure?,Robert Smith,General
What is the flower that stands for: a belle,Orchis,General
What name is given to farms which specialise in rearing animals ?,Pastoral,General
Who released the following 'edible' album 'Tupelo honey' ,Van Morrison ,General
What European country did Romans call Lusitania? ,Portugal ,General
Which meteor shower occurs on the 14th November ?,Andromedids,General
What is the young of this animal called: Duck,Duckling,General
What is the basic unit of currency for Estonia ?,Kroon,General
Where was Rin Tin Tin set,Fort Apache - Arizona,General
What was the name of Bob Crosby's band in the 1940's,The bobcat5,General
What is the capital of Uganda,Kampala,General
A newborn bactrian camel has how many humps,None,General
To which god was mount Parnasus sacred,Apollo,General
Saint Louis police department first used it in 1904 - what,Fingerprinting,General
__________ that are seen wandering around in the wild do not make good pets. These are sexually mature males at the end of their life cycle _ they will die within a few weeks or months.,Tarantulas,General
What are sometimes called Chinese Gooseberries?' ,Kiwi Fruit ,General
Which film actor was nicknamed 'The Duke',John wayne,General
By what country was the first concentration camp setup during the Boer wars,England,General
What country owns the island of sicily,Italy,General
How many sides does a dodecagon have,12,General
What is the derivation of the word vanilla,From Latin Vagina resembled pod,General
"What year was the movie ""The Love Bug"" released",1969,General
How did the bum convince the family dog to start eating again in Down and Out in Beverly Hills?,He ate the dog's food,General
What is a shallow dish with a cover that is used for science specimens,Petri,General
Peter Sellers is best known for his role as Inspector _________.,Clouseau,General
"This mountain, found in the California Cascades, is famous for it's twin peaks?",Mount Shasta,General
What fruits do Elephants eat to get pissed ( ferment inside ),Marula,General
Between 1659 and 1681 illegal celebrate what in Massachusetts,Christmas,General
Which woman flew from England to Australia in 1930? ,Amy Johnson ,General
What ocean contains the Cape Verde Basin,Atlantic,General
Who received the nobel peace prize in 1964 for civil rights leadership,Martin luther king jr,General
Who wrote the 'dragonriders of pern' series,Anne mcaffrey,General
What did Al Capone's business card say he was,Used furniture dealer,General
What is a group of martins,Richness,General
In Omaha Nebraska its illegal for a barber to shave what,A mans chest,General
What year was the first motorcycle race run,1907,General
"Who had a UK number three hit in 1980 with ""Take That Look Off Your Face""?",Marti Webb,General
Where were the 1992 Olympics held ?,"Barcelona, Spain",General
"Which Band Released The 1992 Album Entitled ""Automatic For The People""",REM,General
Who were the guests on Johnny Carson's final tonite show,Bette midler and,General
Who gave excalibur to king arthur,Lady of the lake,General
What spice is essential in a New England Clam Chowder,Thyme,General
What's round in London and Paris but Square in New York,Underground / metro / tube tunnels,General
In which country did a foot deodorant get elected into office,Equator,General
What happened on screen for the first time in India in 1977?,Screen kiss,General
In the language of flowers giving a mushroom meant what,Suspicion,General
"What is the name used to describe the ""minor planets""?",Asteroids,General
In the drink Gin and 'It' - what's 'It'? ,Italian Vermouth ,General
"What derogatory name is derived from a remark given by the Kaiser to members of the British Expeditionary Force under Sir John French, in 1914",Old contemptibles,General
Where is the world's biggest prison camp,Siberia,General
Which Band Had A UK Christmas Number 1 With The Song 'Stay Another Day' ,East 17 ,General
Actor ______ Nimoy,Leonard,General
What is a group of sparrows,Host,General
Who In The World Of Film Founded The Production Company Eon Productions,Albert R Broccoli (James Bond),General
Crusoe In what state is the Theodore Roosevelt national park,North dakota,General
What is a word for a sorcerer who deals in black magic?,Necromancer,General
Which book of the bible tells of the death of moses,Deuteronomy,General
"In which sport or game are the terms: 'pin', 'fork', and 'skewer' used?",Chess,General
Who Played Che Guevara In The Film Version Of Evita,Antonio Banderas,General
What's the former name of Istanbul,Constantinople,General
"Who Had A Hit With ""Summer Night City"" In 1978",Abba,General
Which Was The Only One Of The Four Tennis Grand Slam Tournaments That Pete Sampras Failed To Win In Men's Singles? ,The French Open ,General
"Which duo's best-selling album, The Innocents, topped the album charts in January 1989",Erasure,General
What name is given to the warning issued by American policeman prior to an arrest being made?,Miranda Warning,General
"Which vehicle designed by Ferdinand Porsche, went into mass production in 1936? ",The Volkswagen ,General
What does letaba mean,Sandy river,General
Which country ruled Cambodia immediately before WWII?,France,General
What is the name given to the watery part of milk left after making cheese?,Whey,General
"Insertion, Heap, Topological and Bubble types of which IT thing",Sorting methods in programming,General
What is the most filmed story,Dracula,General
By Law In Washington it is illegal to do what,Ride an ugly Horse,General
"By What Name Is John Graham Mellor , Born In Ankara In 1952 Better Known",Joe Strumer,General
